ISIN,Symbol,YahooTicker
INE489L01022,IIFLCAPS,IIFLCAPS.NS
INE477A01020,CANFINHOME,CANFINHOME.NS
INE495B01038,SUVEN,SUVEN.NS
INE0UIZ01018,BLACKBUCK,BLACKBUCK.NS
INE022Q01020,IEX,IEX.NS
INE573A01042,JKTYRE,JKTYRE.NS
INE940H01022,PGIL,PGIL.NS
INE14LE01019,ABLBL,ABLBL.NS
INE520A01027,ZENSARTECH,ZENSARTECH.NS
INE075I01017,HCG,HCG.NS
INE050A01025,BBTC,BBTC.NS
INE209L01016,JWL,JWL.NS
INE385F01024,SGMART,SGMART.NS
INE933S01016,INDIAMART,INDIAMART.NS
INE320J01015,RITES,RITES.NS
INE716A01013,WHIRLPOOL,WHIRLPOOL.NS
INE216P01012,AAVAS,AAVAS.NS
INE150B01039,ALKYLAMINE,ALKYLAMINE.NS
INE717A01029,KENNAMET,KENNAMET.NS
INE955D01029,GENUSPOWER,GENUSPOWER.NS
INE260D01016,OLECTRA,OLECTRA.NS
INE0CLI01024,RATEGAIN,RATEGAIN.NS
INE2KCE01013,KWIL,KWIL.NS
INE0FOO01011,SHIPROCKET,SHIPROCKET.NS
INE0KBH01020,BLUEJET,BLUEJET.NS
INE811A01038,KIRLPNU,KIRLPNU.NS
INE183A01024,FINPIPE,FINPIPE.NS
INE153T01027,BLS,BLS.NS
INE0Q3J01015,KRN,KRN.NS
INE939A01011,STAR,STAR.NS
INE659A01023,SUDARSCHEM,SUDARSCHEM.NS
INE205B01031,ELECON,ELECON.NS
INE280B01018,ELANTAS,500123.BO
INE0UOS01011,SANOFICONR,SANOFICONR.NS
INE001B01026,KRBL,KRBL.NS
INE306R01017,INTELLECT,INTELLECT.NS
INE123F01029,MMTC,MMTC.NS
INE149K01016,SANDUMA,SANDUMA.NS
INE0YD401026,JAINREC,JAINREC.NS
INE0JO301016,YATHARTH,YATHARTH.NS
INE979A01025,SAREGAMA,SAREGAMA.NS
INE0V9Q01010,LOTUSDEV,LOTUSDEV.NS
INE02RE01045,FIRSTCRY,FIRSTCRY.NS
INE868B01028,NCC,NCC.NS
INE199A01012,PGHL,PGHL.NS
INE682M01020,JLHL,JLHL.NS
INE284A01012,ESABINDIA,ESABINDIA.NS
INE726V01018,PRICOLLTD,PRICOLLTD.NS
INE508G01029,TIMETECHNO,TIMETECHNO.NS
INE085001019,WEWORK,WEWORK.NS
INE271B01025,MAHSEAMLES,MAHSEAMLES.NS
INE594H01019,THYROCARE,THYROCARE.NS
INE0DRI01029,ESDS,ESDS.NS
INE614G01033,RPOWER,RPOWER.NS
INE294B01019,SMLMAH,SMLMAH.NS
INE763I01026,TARIL,TARIL.NS
INE202Z01029,TSFINV,TSFINV.NS
INE299N01021,WAAREERTL,WAAREERTL.NS
INE953R01016,PNGJL,PNGJL.NS
INE213C01025,BANCOINDIA,BANCOINDIA.NS
INE483B01026,ICIL,ICIL.NS
INE227W01023,CLEAN,CLEAN.NS
INE03EI01018,MAXESTATES,MAXESTATES.NS
INE621H01010,RELIGARE,RELIGARE.NS
INE665A01038,SWANCORP,SWANCORP.NS
INE256A01028,ZEEL,ZEEL.NS
INE113A01013,GNFC,GNFC.NS
INE0DD101019,RAILTEL,RAILTEL.NS
INE176A01028,BATAINDIA,BATAINDIA.NS
INE854B01010,JAYNECOIND,JAYNECOIND.NS
INE372C01037,PRECWIRE,PRECWIRE.NS
INE131B01039,RELAXO,RELAXO.NS
INE386A01023,VESUVIUS,VESUVIUS.NS
INE201P01022,GRINFRA,GRINFRA.NS
INE063P01018,EQUITASBNK,EQUITASBNK.NS
INE970X01018,LEMONTREE,LEMONTREE.NS
INE716B01029,TIPSMUSIC,TIPSMUSIC.NS
INE912T01018,RPEL,RPEL.NS
INE274F01020,WESTLIFE,WESTLIFE.NS
INE16W401027,AUGMONT,AUGMONT.NS
INE0KCE01017,EUREKAFORB,EUREKAFORB.NS
INE050E01027,BALAMINES,BALAMINES.NS
INE0M4D01010,SETL,SETL.NS
INE16NZ01023,ORKLAINDIA,ORKLAINDIA.NS
INE804L01022,MEDPLUS,MEDPLUS.NS
INE836A01035,BSOFT,BSOFT.NS
INE262A01018,HMT,HMT.NS
INE473D01015,KINGFA,KINGFA.NS
INE069I01010,EMBDL,EMBDL.NS
INE269A01021,SONATSOFTW,SONATSOFTW.NS
INE010601016,ENTERO,ENTERO.NS
INE276A01018,GARFIBRES,GARFIBRES.NS
INE255A01020,EPL,EPL.NS
INE221B01012,DYNAMATECH,DYNAMATECH.NS
INE945H01021,V2RETAIL,V2RETAIL.NS
INE099Z01011,MIDHANI,MIDHANI.NS
INE738D01029,MRUTR,512065.BO
INE867C01010,ASMTEC,526433.BO
INE517F01014,GPPL,GPPL.NS
INE0LRU01027,AARTIPHARM,AARTIPHARM.NS
INE679V01027,AVL,AVL.NS
INE813A01018,MAHLIFE,MAHLIFE.NS
INE690A01028,TTKPRESTIG,TTKPRESTIG.NS
INE036B01030,GAEL,GAEL.NS
INE0CJD01029,KMEW,KMEW.NS
INE460H01021,STARCEMENT,STARCEMENT.NS
INE640A01023,SKFINDIA,SKFINDIA.NS
INE600K01018,GALAXYSURF,GALAXYSURF.NS
INE743M01012,RHIM,RHIM.NS
INE0U3I01011,UNIMECH,UNIMECH.NS
INE884B01025,KIRLFER,KIRLFER.NS
INE0LMW01024,CELLO,CELLO.NS
INE411F01010,KAMAHOLD,532468.BO
INE429E01023,SAFARI,SAFARI.NS
INE0LZF01039,CORDELIA,CORDELIA.NS
INE619B01017,NEWGEN,NEWGEN.NS
INE04TZ01018,ETHOSLTD,ETHOSLTD.NS
INE739E01017,CERA,CERA.NS
INE254N01026,HNDFDS,HNDFDS.NS
INE0CU601026,GMRP&UI,GMRP&UI.NS
INE668F01031,JYOTHYLAB,JYOTHYLAB.NS
INE284S01014,SJS,SJS.NS
INE317F01035,NESCO,NESCO.NS
INE922K01024,INDIASHLTR,INDIASHLTR.NS
INE517B01013,TTML,TTML.NS
INE987S01020,KSHINTL,KSHINTL.NS
INE789E01012,JKPAPER,JKPAPER.NS
INE0HV901016,IXIGO,IXIGO.NS
INE666D01022,BORORENEW,BORORENEW.NS
INE806T01020,SAPPHIRE,SAPPHIRE.NS
INE211R01019,POWERMECH,POWERMECH.NS
INE555B01013,AXISCADES,AXISCADES.NS
INE900L01028,MBAPL,MBAPL.NS
INE058A01010,SANOFI,SANOFI.NS
INE855B01025,RAIN,RAIN.NS
INE545H01011,TIIL,TIIL.NS
INE416D01022,BLISSGVS,BLISSGVS.NS
INE083K01017,BENGALASM,533095.BO
INE024001021,AEROFLEX,AEROFLEX.NS
INE503A01015,DCBBANK,DCBBANK.NS
INE916U01025,SFL,SFL.NS
INE510W01014,INOXGREEN,INOXGREEN.NS
INE428V01029,NEPHROPLUS,NEPHROPLUS.NS
INE011E01029,BALUFORGE,BALUFORGE.NS
INE919H01018,IMFA,IMFA.NS
INE495P01020,BECTORFOOD,BECTORFOOD.NS
INE221J01015,SHARDACROP,SHARDACROP.NS
INE899I01028,SYMBIOTEC,SYMBIOTEC.NS
INE07T201019,RBA,RBA.NS
INE483C01032,TANLA,TANLA.NS
INE07RO01027,SUPRIYA,SUPRIYA.NS
INE18JU01028,EBGNG,EBGNG.NS
INE340A01012,BIRLACORPN,BIRLACORPN.NS
INE278Y01022,CAMPUS,CAMPUS.NS
INE314T01033,GOKULAGRO,GOKULAGRO.NS
INE055S01018,CYIENTDLM,CYIENTDLM.NS
INE064A01026,TIMEX,500414.BO
INE933K01021,BAJAJCON,BAJAJCON.NS
INE420C01059,PAISALO,PAISALO.NS
INE0DUT01020,INNOVACAP,INNOVACAP.NS
INE02YR01019,EMIL,EMIL.NS
INE439E01022,SKIPPER,SKIPPER.NS
INE688A01022,TCI,TCI.NS
INE274Y01021,AJAXENGG,AJAXENGG.NS
INE0LXT01019,REDTAPE,REDTAPE.NS
INE921L01032,POWERICA,POWERICA.NS
INE305A01023,TFCILTD,TFCILTD.NS
INE177F01017,KOVAI,523323.BO
INE00GO01025,LEAPIND,LEAPIND.NS
INE0RB801010,SENORES,SENORES.NS
INE399C01030,SUPRAJIT,SUPRAJIT.NS
INE665J01013,VMART,VMART.NS
INE917M01012,DBL,DBL.NS
INE0UH301010,OMNI,OMNI.NS
INE026A01025,GSFC,GSFC.NS
INE232I01014,SPARC,SPARC.NS
INE647O01011,ABFRL,ABFRL.NS
INE386D01027,SBCL,SBCL.NS
INE639B01023,TANFACIND,506854.BO
INE021O01019,DODLA,DODLA.NS
INE0J5801029,JSLL,JSLL.NS
INE786A01032,JKLAKSHMI,JKLAKSHMI.NS
INE091G01026,JAIBALAJI,JAIBALAJI.NS
INE027A01015,RCF,RCF.NS
INE460C01014,GANESHHOU,GANESHHOU.NS
INE083A01026,MOREPENLAB,MOREPENLAB.NS
INE128X01021,ACI,ACI.NS
INE04VU01023,STYL,STYL.NS
INE0AG901020,CEIGALL,CEIGALL.NS
INE947A01014,SUNFLAG,SUNFLAG.NS
INE0NAZ01010,SMARTWORKS,SMARTWORKS.NS
INE544R01021,GREENLAM,GREENLAM.NS
INE074A01025,PRAJIND,PRAJIND.NS
INE0QJW01029,LCL,LCL.NS
INE078V01014,VIKRAMSOLR,VIKRAMSOLR.NS
INE285J01028,SIS,SIS.NS
INE256C01024,TRIVENI,TRIVENI.NS
INE546C01010,PICCADIL,PICCADIL.NS
INE542W01025,KPIGREEN,KPIGREEN.NS
INE007N01010,FEDFINA,FEDFINA.NS
INE549A01026,HCC,HCC.NS
INE570A01022,IONEXCHANG,IONEXCHANG.NS
INE045J01034,FCL,FCL.NS
INE0ISX01025,KUSUMGAR,KUSUMGAR.NS
INE126M01010,IBULLSLTD,IBULLSLTD.NS
INE01JE01028,MARINE,MARINE.NS
INE955V01021,ARVINDFASN,ARVINDFASN.NS
INE993A01026,MANINDS,MANINDS.NS
INE599M01018,JUSTDIAL,JUSTDIAL.NS
INE602W01027,SENCO,SENCO.NS
INE485C01029,IOLCP,IOLCP.NS
INE136S01016,NEOGEN,NEOGEN.NS
INE908D01010,SHAKTIPUMP,SHAKTIPUMP.NS
INE858B01029,ISGEC,ISGEC.NS
INE887G01027,GOKEX,GOKEX.NS
INE162B01018,LUMAXIND,LUMAXIND.NS
INE247D01039,JINDWORLD,JINDWORLD.NS
INE454P01035,TRANSRAILL,TRANSRAILL.NS
INE395N01027,TVSSCS,TVSSCS.NS
INE239C01020,STYLAMIND,STYLAMIND.NS
INE227J01012,KALPATARU,KALPATARU.NS
INE191A01027,ORCHPHARMA,ORCHPHARMA.NS
INE679A01013,CSBBANK,CSBBANK.NS
INE506W01020,KRISHANA,KRISHANA.NS
INE802C01033,SSWL,SSWL.NS
INE09VQ01012,INDIGOPNTS,INDIGOPNTS.NS
INE953L01027,JSFB,JSFB.NS
INE010A01011,PRSMJOHNSN,PRSMJOHNSN.NS
INE910A01012,NIRLON,500307.BO
INE258B01022,FDC,FDC.NS
INE879I01012,DBREALTY,DBREALTY.NS
INE320B01020,CENTUM,CENTUM.NS
INE0I7C01011,LATENTVIEW,LATENTVIEW.NS
INE353K01014,ITDC,ITDC.NS
INE694D01016,VADILALIND,VADILALIND.NS
INE759A01021,MASTEK,MASTEK.NS
INE737H01014,FIEMIND,FIEMIND.NS
INE483S01020,CCAVENUE,CCAVENUE.NS
INE12F801023,KISSHT,KISSHT.NS
INE323I01011,PURVA,PURVA.NS
INE0J1F01024,RPTECH,RPTECH.NS
INE279A01012,UNIVCABLES,UNIVCABLES.NS
INE337A01034,LGBBROSLTD,LGBBROSLTD.NS
INE13B501022,SAATVIKGL,SAATVIKGL.NS
INE419U01012,HAPPSTMNDS,HAPPSTMNDS.NS
INE942C01045,GUJTHEM,GUJTHEM.NS
INE348L01012,MASFIN,MASFIN.NS
INE0BV301023,MAPMYINDIA,MAPMYINDIA.NS
INE186A01019,GUJALKALI,GUJALKALI.NS
INE615P01015,QUESS,QUESS.NS
INE635Q01029,GULFOILLUB,GULFOILLUB.NS
INE559A01017,IFBIND,IFBIND.NS
INE025R01021,ARTEMISMED,ARTEMISMED.NS
INE348A01023,ASHAPURMIN,ASHAPURMIN.NS
INE071N01016,EPIGRAL,EPIGRAL.NS
INE332A01027,THOMASCOOK,THOMASCOOK.NS
INE752H01013,CARERATING,CARERATING.NS
INE207E01023,RAMRAT,RAMRAT.NS
INE306A01021,BAJAJHIND,BAJAJHIND.NS
INE366I01010,VRLLOG,VRLLOG.NS
INE025B01025,GOLDIAM,GOLDIAM.NS
INE086A01029,ELECTCAST,ELECTCAST.NS
INE255X01014,MSTCLTD,MSTCLTD.NS
INE541A01023,GMMPFAUDLR,GMMPFAUDLR.NS
INE490G01020,MOIL,MOIL.NS
INE350C01017,OPTIEMUS,OPTIEMUS.NS
INE087H01022,RENUKA,RENUKA.NS
INE035D01020,SOTL,SOTL.NS
INE111Q01021,PDSL,PDSL.NS
INE597I01028,SHARDAMOTR,SHARDAMOTR.NS
INE949H01023,MANINFRA,MANINFRA.NS
INE0FHS01024,DEEPINDS,DEEPINDS.NS
INE0E7301029,WAKEFIT,WAKEFIT.NS
INE218I01013,CRAMC,CRAMC.NS
INE00WV01027,CMRGREEN,CMRGREEN.NS
INE616Z01012,YASHO,YASHO.NS
INE841L01016,DEEDEV,DEEDEV.NS
INE782A01015,BOSCH-HCIL,BOSCH-HCIL.NS
INE301A01014,RAYMOND,RAYMOND.NS
INE0B9K01025,BANSALWIRE,BANSALWIRE.NS
INE519N01014,REMAGNET,526570.BO
INE850M01015,NORTHARC,NORTHARC.NS
INE516A01017,UFLEX,UFLEX.NS
INE696F01016,JUNIPER,JUNIPER.NS
INE039C01032,JAMNAAUTO,JAMNAAUTO.NS
INE291D01011,KDDL,KDDL.NS
INE417C01014,PILANIINVS,PILANIINVS.NS
INE576O01020,LXCHEM,LXCHEM.NS
INE631A01022,SHANTIGEAR,SHANTIGEAR.NS
INE459A01010,BANARISUG,BANARISUG.NS
INE415A01038,AGI,AGI.NS
INE270I01022,VISHNU,VISHNU.NS
INE263M01029,RUSTOMJEE,RUSTOMJEE.NS
INE519A01011,FOSECOIND,FOSECOIND.NS
INE621L01012,TEXRAIL,TEXRAIL.NS
INE127I01024,GOODLUCK,GOODLUCK.NS
INE725G01011,ICRA,ICRA.NS
INE335A01020,SURYAROSNI,SURYAROSNI.NS
INE195J01029,PNCINFRA,PNCINFRA.NS
INE0GXK01018,VMARCIND,VMARCIND.NS
INE236E01022,ELLEN,ELLEN.NS
INE645S01024,ROLEXRINGS,ROLEXRINGS.NS
INE1KZI01025,TEMPSENS,TEMPSENS.NS
INE024F01011,SHILCTECH,SHILCTECH.NS
INE287B01021,SUBROS,SUBROS.NS
INE877F01012,PTC,PTC.NS
INE501X01029,AYE,AYE.NS
INE497B01018,SEAMECLTD,SEAMECLTD.NS
INE435G01025,DHANUKA,DHANUKA.NS
INE224A01026,GREAVESCOT,GREAVESCOT.NS
INE943D01017,MPSLTD,MPSLTD.NS
INE618R01015,SGFIN,SGFIN.NS
INE365B01017,DATAMATICS,DATAMATICS.NS
INE105J01010,RPGLIFE,RPGLIFE.NS
INE742B01025,GUFICBIO,GUFICBIO.NS
INE054A01027,VIPIND,VIPIND.NS
INE979B01015,HAWKINCOOK,508486.BO
INE805D01034,SUNTECK,SUNTECK.NS
INE870H01013,NETWORK18,NETWORK18.NS
INE878A01011,GVPIL,GVPIL.NS
INE00M201021,SWSOLAR,SWSOLAR.NS
INE01QM01018,EMUDHRA,EMUDHRA.NS
INE0OJW01016,ROSSTECH,ROSSTECH.NS
INE349A01021,NRBBEARING,NRBBEARING.NS
INE765D01022,WPIL,505872.BO
INE277A01016,SWARAJENG,SWARAJENG.NS
INE976A01021,WSTCSTPAPR,WSTCSTPAPR.NS
INE0OXY01013,AFCOM,AFCOM.BO
INE0OC301013,TURTLEMINT,TURTLEMINT.NS
INE715A01015,WHEELS,WHEELS.NS
INE498B01024,SHOPERSTOP,SHOPERSTOP.NS
INE945F01025,DECNGOLD,512068.BO
INE835D01023,HIRECT,HIRECT.NS
INE998I01010,MHRIL,MHRIL.NS
INE896L01010,INDOSTAR,INDOSTAR.NS
INE17IR01028,LASERPOWER,LASERPOWER.NS
INE935B01025,MOSCHIP,MOSCHIP.NS
INE0JUS01029,HARSHA,HARSHA.NS
INE688D01026,RESPONIND,RESPONIND.NS
INE06ST01018,INDIQUBE,INDIQUBE.NS
INE005B01027,AVANTEL,AVANTEL.NS
INE907A01026,KSL,KSL.NS
INE450D01021,PITTIENG,PITTIENG.NS
INE613A01020,RALLIS,RALLIS.NS
INE515A01019,COCKERILL,500147.BO
INE02ID01020,RAYMONDLSL,RAYMONDLSL.NS
INE234A01025,NOVARTIND,500672.BO
INE111B01023,63MOONS,63MOONS.NS
INE766P01016,MAHLOG,MAHLOG.NS
INE539A01019,GHCL,GHCL.NS
INE758C01029,AHLUCONT,AHLUCONT.NS
INE421C01016,TVSSRICHAK,TVSSRICHAK.NS
INE225D01027,SYMPHONY,SYMPHONY.NS
INE399K01017,RTNPOWER,RTNPOWER.NS
INE244O01017,UNIPARTS,UNIPARTS.NS
INE731F01037,WELSPLSOL,500365.BO
INE767A01016,AARTIDRUGS,AARTIDRUGS.NS
INE0GK401011,TATVA,TATVA.NS
INE358U01012,ZOTA,ZOTA.NS
INE250A01039,KIRLOSIND,KIRLOSIND.NS
INE094I01018,KOLTEPATIL,KOLTEPATIL.NS
INE295D01020,NACLIND,NACLIND.NS
INE0ILV01024,CAPILLARY,CAPILLARY.NS
INE325D01025,SINDHUTRAD,SINDHUTRAD.NS
INE925R01014,CMSINFO,CMSINFO.NS
INE332H01014,INDOTECH,INDOTECH.NS
INE270A01029,ALOKINDS,ALOKINDS.NS
INE056I01025,REFEX,REFEX.NS
INE351A01035,UNICHEMLAB,UNICHEMLAB.NS
INE349Y01013,IDEAFORGE,IDEAFORGE.NS
INE758D01027,DHENUBUILD,501945.BO
INE052V01019,CIANAGRO,519477.BO
INE0JPD01013,SANATHAN,SANATHAN.NS
INE834M01019,RTNINDIA,RTNINDIA.NS
INE0XAD01024,MIDWESTLTD,MIDWESTLTD.NS
INE455I01029,KSCL,KSCL.NS
INE142Z01019,ORIENTELEC,ORIENTELEC.NS
INE193E01025,BAJAJELEC,BAJAJELEC.NS
INE132H01018,AURIONPRO,AURIONPRO.NS
INE461C01038,GREENPLY,GREENPLY.NS
INE989A01032,SANGHVIMOV,SANGHVIMOV.NS
INE12NJ01018,SAMBHV,SAMBHV.NS
INE753U01022,DIVGIITTS,DIVGIITTS.NS
INE278H01035,SANDHAR,SANDHAR.NS
INE0EK901012,TARC,TARC.NS
INE633B01018,POLYPLEX,POLYPLEX.NS
INE822C01015,TCPLPACK,TCPLPACK.NS
INE01EO01010,SPECTRUM,SPECTRUM.NS
INE932X01026,SHAREINDIA,SHAREINDIA.NS
INE576I01022,JKIL,JKIL.NS
INE567L01025,LORDSMARK,501261.BO
INE884A01027,VAIBHAVGBL,VAIBHAVGBL.NS
INE0MWH01014,TRUALT,TRUALT.NS
INE063E01061,POCL,POCL.NS
INE415I01015,KIRIINDUS,KIRIINDUS.NS
INE578A01017,HEIDELBERG,HEIDELBERG.NS
INE764D01017,VSTTILLERS,VSTTILLERS.NS
INE0S3G01027,PACEDIGITK,PACEDIGITK.NS
INE365D01021,ASHIANA,ASHIANA.NS
INE0AJG01018,HEMIPROP,HEMIPROP.NS
INE391J01032,JTLIND,JTLIND.NS
INE189B01011,STYRENIX,STYRENIX.NS
INE229H01012,NITINSPIN,NITINSPIN.NS
INE0FFK01017,NPST,NPST.NS
INE050H01012,RML,RML.NS
INE294Z01018,ANUP,ANUP.NS
INE863B01029,PREMEXPLN,PREMEXPLN.NS
INE495A01022,DALMIASUG,DALMIASUG.NS
INE978A01027,HERITGFOOD,HERITGFOOD.NS
INE710A01016,VSTIND,VSTIND.NS
INE150G01020,LUXIND,LUXIND.NS
INE1SY401010,RAYMONDREL,RAYMONDREL.NS
INE050M01012,VSSL,VSSL.NS
INE634I01029,KNRCON,KNRCON.NS
INE046W01019,MUTHOOTMF,MUTHOOTMF.NS
INE0LLY01014,EIEL,EIEL.NS
INE950I01011,DBCORP,DBCORP.NS
INE185Q01025,LUMINO,LUMINO.NS
INE812G01025,SMSPHARMA,SMSPHARMA.NS
INE488V01015,PSPPROJECT,PSPPROJECT.NS
INE976R01033,AGIIL,AGIIL.NS
INE870D01012,NFL,NFL.NS
INE816B01035,FILATEX,FILATEX.NS
INE414D01027,BHAGCHEM,BHAGCHEM.NS
INE08U801020,SAMHI,SAMHI.NS
INE552U01010,KPL,539997.BO
INE066O01014,WONDERLA,WONDERLA.NS
INE0JA001018,VENUSPIPES,VENUSPIPES.NS
INE03CC01015,JUBLCPL,JUBLCPL.NS
INE0RUV01018,AIMTRON,AIMTRON.NS
INE818A01017,ANTELOPUS,ANTELOPUS.NS
INE643A01035,JTEKTINDIA,JTEKTINDIA.NS
INE124E01038,STEELCAS,STEELCAS.NS
INE0L9R01028,GOPAL,GOPAL.NS
INE0I0M01023,PRABHA,PRABHA.NS
INE116A01032,APCOTEXIND,APCOTEXIND.NS
INE11XY01018,CMLL,CMLL.NS
INE139R01012,FUSION,FUSION.NS
INE837H01020,ADVENZYMES,ADVENZYMES.NS
INE549H01021,ARSSBL,ARSSBL.NS
INE482D01024,CARYSIL,CARYSIL.NS
INE442H01029,ASHOKA,ASHOKA.NS
INE707A01012,VINDHYATEL,VINDHYATEL.NS
INE855C01023,WEBELSOLAR,WEBELSOLAR.NS
INE440T01028,SEIL,539921.BO
INE266Y01019,DPABHUSHAN,DPABHUSHAN.NS
INE899L01030,UEL,UEL.NS
INE0L1C01019,KESAR,543542.BO
INE760L01018,TBZ,TBZ.NS
INE681B01017,INDRAMEDCO,INDRAMEDCO.NS
INE206N01018,RELTD,RELTD.NS
INE266D01021,GRAUWEIL,GRAUWEIL.NS
INE040D01038,MAYURUNIQ,MAYURUNIQ.NS
INE162A01010,GIPCL,GIPCL.NS
INE0BYP01024,OSWALPUMPS,OSWALPUMPS.NS
INE683C01011,MAITHANALL,MAITHANALL.NS
INE922A01025,BEPL,BEPL.NS
INE401H01017,KKCL,KKCL.NS
INE450U01017,ROUTE,ROUTE.NS
INE310A01015,NILKAMAL,NILKAMAL.NS
INE0Q8P01029,BONDADA,543971.BO
INE24OJ01011,BUILDPRO,BUILDPRO.NS
INE052A01021,WINDMACHIN,WINDMACHIN.NS
INE926X01010,HGINFRA,HGINFRA.NS
INE883N01014,PARAGMILK,PARAGMILK.NS
INE172N01012,IMAGICAA,IMAGICAA.NS
INE689W01016,PRINCEPIPE,PRINCEPIPE.NS
INE342G01023,NIITMTS,NIITMTS.NS
INE094B01013,ASHIKA,543766.BO
INE445C01015,XPROINDIA,XPROINDIA.NS
INE02PY01013,BOROLTD,BOROLTD.NS
INE915B01019,INDSWFTLAB,INDSWFTLAB.NS
INE314H01012,TECHNVISN,501421.BO
INE624Z01016,SOLARA,SOLARA.NS
INE202H01019,KERNEX,KERNEX.NS
INE01FR01028,STYLEBAAZA,STYLEBAAZA.NS
INE506A01018,DREDGECORP,DREDGECORP.NS
INE164A01016,BALMLAWRIE,BALMLAWRIE.NS
INE227C01017,MMFL,MMFL.NS
INE411H01032,RSYSTEMS,RSYSTEMS.NS
INE0V7W01012,CARRARO,CARRARO.NS
INE039O01029,JASH,JASH.NS
INE347A01017,MANGLMCEM,MANGLMCEM.NS
INE305C01029,PANAMAPET,PANAMAPET.NS
INE903D01011,MONARCH,MONARCH.NS
INE579B01039,ELPROINTL,504000.BO
INE182D01020,MARATHON,MARATHON.NS
INE034S01021,ARVSMART,ARVSMART.NS
INE197D01010,JINDALPOLY,JINDALPOLY.NS
INE023A01030,NSIL,NSIL.NS
INE045A01017,ADOR,ADOR.NS
INE885H01029,SPORTKING,SPORTKING.NS
INE982B01027,ADFFOODS,ADFFOODS.NS
INE495C01010,SANGAMIND,SANGAMIND.NS
INE0NLT01010,BLSE,BLSE.NS
INE060A01024,NAVNETEDUL,NAVNETEDUL.NS
INE713R01022,GSPCROP,GSPCROP.NS
INE163A01018,NOCIL,NOCIL.NS
INE615I01010,GLOBUSSPR,GLOBUSSPR.NS
INE0Q3R01026,SUNCLAY,SUNCLAY.NS
INE00M901018,INTERARCH,INTERARCH.NS
INE426A01027,ALEMBICLTD,ALEMBICLTD.NS
INE886D01026,EFCIL,EFCIL.NS
INE0N2P01017,RISHABH,RISHABH.NS
INE231F01020,SASKEN,SASKEN.NS
INE579C01029,VIMTALABS,VIMTALABS.NS
INE0HR601026,DDEVPLSTIK,DDEVPLSTIK.NS
INE614A01028,RAMCOIND,RAMCOIND.NS
INE0S4R01014,CRIZAC,CRIZAC.NS
INE529A01010,FMGOETZE,FMGOETZE.NS
INE393P01035,DIAMONDYD,DIAMONDYD.NS
INE00IN01015,STOVEKRAFT,STOVEKRAFT.NS
INE425Y01011,RPSGVENT,RPSGVENT.NS
INE475B01022,HIKAL,HIKAL.NS
INE552D01024,CONFIPET,CONFIPET.NS
INE382M01027,UFBL,UFBL.NS
INE385W01011,DCAL,DCAL.NS
INE079J01017,GATEWAY,GATEWAY.NS
INE317W01030,COLAB,542866.BO
INE08KJ01020,MUFIN,MUFIN.NS
INE00GK01023,YASHHV,YASHHV.BO
INE244B01030,PATELENG,PATELENG.NS
INE920A01037,DOLPHIN,DOLPHIN.NS
INE198501012,EUROPRATIK,EUROPRATIK.NS
INE212I01016,SPAL,SPAL.NS
INE488A01050,CHEMPLASTS,CHEMPLASTS.NS
INE703H01016,HUBTOWN,HUBTOWN.NS
INE845D01014,GANECOS,GANECOS.NS
INE126J01016,APOLLOPIPE,APOLLOPIPE.NS
INE876N01018,ORIENTCEM,ORIENTCEM.NS
INE520G01024,AXISOL,511144.BO
INE092B01025,INDNIPPON,INDNIPPON.NS
INE717W01049,GANDHAR,GANDHAR.NS
INE1AG301022,GKENERGY,GKENERGY.NS
INE735W01017,UTKARSHBNK,UTKARSHBNK.NS
INE464A01036,BBL,BBL.NS
INE725E01024,ORISSAMINE,ORISSAMINE.NS
INE484C01030,VEEDOL,VEEDOL.NS
INE602G01020,KITEX,KITEX.NS
INE00Y201027,FLAIR,FLAIR.NS
INE488B01017,TASTYBITE,TASTYBITE.NS
INE449A01011,AUTOAXLES,AUTOAXLES.NS
INE02A801020,ROSSARI,ROSSARI.NS
INE456Z01021,MEDIASSIST,MEDIASSIST.NS
INE934C01018,DRAGARWQ,526783.BO
INE637C01025,POKARNA,POKARNA.NS
INE451D01029,RAJRATAN,RAJRATAN.NS
INE187D01029,TALBROAUTO,TALBROAUTO.NS
INE276G01015,ASIANENE,ASIANENE.NS
INE076B01028,SIYSIL,SIYSIL.NS
INE750A01020,ORIENTHOT,ORIENTHOT.NS
INE209A01019,SUNDROP,SUNDROP.NS
INE771F01041,FISCHER,FISCHER.NS
INE792Z01011,SIRCA,SIRCA.NS
INE800H01010,OMAXE,OMAXE.NS
INE0OAF01028,JNKINDIA,JNKINDIA.NS
INE777F01014,EXICOM,EXICOM.NS
INE498Q01014,VINCOFE,VINCOFE.NS
INE351Y01019,BETA,BETA.NS
INE343B01030,RAJESHEXPO,RAJESHEXPO.NS
INE0OUT01019,ORIANA,ORIANA.NS
INE345A01011,HINDOILEXP,HINDOILEXP.NS
INE751B01018,PIXTRANS,PIXTRANS.NS
INE836B01017,SATIN,SATIN.NS
INE07K301024,ZAGGLE,ZAGGLE.NS
INE858F01012,NITCO,NITCO.NS
INE873D01024,INDOCO,INDOCO.NS
INE757A01017,COSMOFIRST,COSMOFIRST.NS
INE874I01013,RAMKY,RAMKY.NS
INE0RYC01010,STALLION,STALLION.NS
INE988S01028,PARKHOTELS,PARKHOTELS.NS
