Symbol,Date,Close,Volume
GOLD,2021-08-30,61797.6928,1169632
GOLD,2021-08-31,61968.3801,3176538
GOLD,2021-09-01,61902.7165,589391
GOLD,2021-09-02,61914.5938,579607
GOLD,2021-09-03,62060.7004,2134824
GOLD,2021-09-06,62150.7211,2928291
GOLD,2021-09-07,62350.6442,1520751
GOLD,2021-09-08,62793.5116,1509783
GOLD,2021-09-09,62429.0204,3042483
GOLD,2021-09-10,62731.8998,2689195
GOLD,2021-09-13,63192.4392,1635603
GOLD,2021-09-14,63520.1379,2355559
GOLD,2021-09-15,63609.3797,2613715
GOLD,2021-09-16,63365.3187,1368163
GOLD,2021-09-17,63126.8445,803004
GOLD,2021-09-20,63270.7688,1594496
GOLD,2021-09-21,63010.5527,1300933
GOLD,2021-09-22,63165.8854,2327393
GOLD,2021-09-23,63398.4342,990207
GOLD,2021-09-24,63879.4702,2419999
GOLD,2021-09-27,64071.9946,3028555
GOLD,2021-09-28,63827.2637,596300
GOLD,2021-09-29,63620.5124,1132948
GOLD,2021-09-30,63995.248,1444033
GOLD,2021-10-01,63910.7189,3243642
GOLD,2021-10-04,63700.9548,1239882
GOLD,2021-10-05,63489.8358,2253757
GOLD,2021-10-06,63409.5633,1157962
GOLD,2021-10-07,63434.1376,772728
GOLD,2021-10-08,63078.2336,2382338
GOLD,2021-10-11,63020.0158,690583
GOLD,2021-10-12,63504.4177,2087343
GOLD,2021-10-13,63863.6209,534443
GOLD,2021-10-14,64053.3157,2110910
GOLD,2021-10-15,64204.4228,834656
GOLD,2021-10-18,64175.5636,3361447
GOLD,2021-10-19,63963.4949,2001758
GOLD,2021-10-20,64375.0407,3111555
GOLD,2021-10-21,64524.9636,2326910
GOLD,2021-10-22,64794.8275,2118137
GOLD,2021-10-25,64840.1813,501715
GOLD,2021-10-26,64388.6866,3287295
GOLD,2021-10-27,64724.7722,1422542
GOLD,2021-10-28,65107.6063,3340848
GOLD,2021-10-29,65109.8533,707637
GOLD,2021-11-01,65385.4094,885174
GOLD,2021-11-02,65450.2527,1295169
GOLD,2021-11-03,65390.8058,1135394
GOLD,2021-11-04,65632.3347,1103453
GOLD,2021-11-05,66135.8591,2449634
GOLD,2021-11-08,66169.4755,863012
GOLD,2021-11-09,66024.9573,2264926
GOLD,2021-11-10,65764.0212,712979
GOLD,2021-11-11,65512.7225,3216260
GOLD,2021-11-12,65107.036,1214013
GOLD,2021-11-15,64843.8869,896935
GOLD,2021-11-16,64928.8519,1918013
GOLD,2021-11-17,65244.2185,1071229
GOLD,2021-11-18,65192.7032,1770735
GOLD,2021-11-19,65432.6641,2520093
GOLD,2021-11-22,65054.5237,1707863
GOLD,2021-11-23,65423.3662,1245969
GOLD,2021-11-24,65388.9442,1765644
GOLD,2021-11-25,65159.5436,3269796
GOLD,2021-11-26,65528.6654,2150975
GOLD,2021-11-29,66035.457,3008082
GOLD,2021-11-30,66473.943,3046087
GOLD,2021-12-01,66475.8889,1141241
GOLD,2021-12-02,66052.051,1636919
GOLD,2021-12-03,65835.5787,2852211
GOLD,2021-12-06,65775.653,3371952
GOLD,2021-12-07,65846.7684,2655224
GOLD,2021-12-08,65662.0861,3406128
GOLD,2021-12-09,65719.7101,2743926
GOLD,2021-12-10,65818.7707,2008551
GOLD,2021-12-13,65496.6633,3382336
GOLD,2021-12-14,65204.0261,2285105
GOLD,2021-12-15,64960.9921,859659
GOLD,2021-12-16,64729.5936,2283557
GOLD,2021-12-17,64667.0019,2251016
GOLD,2021-12-20,65104.4903,1112777
GOLD,2021-12-21,64865.2277,1687357
GOLD,2021-12-22,64686.4988,1448531
GOLD,2021-12-23,64287.5644,1874856
GOLD,2021-12-24,64781.6852,719782
GOLD,2021-12-27,64569.3737,3299778
GOLD,2021-12-28,64952.5095,1608581
GOLD,2021-12-29,65293.5641,2610619
GOLD,2021-12-30,65786.7363,2461928
GOLD,2021-12-31,65605.452,2490166
GOLD,2022-01-03,65262.2076,846286
GOLD,2022-01-04,65330.8659,1317044
GOLD,2022-01-05,65560.6911,1110791
GOLD,2022-01-06,65345.2221,1965595
GOLD,2022-01-07,65701.0425,776895
GOLD,2022-01-10,65497.6246,510637
GOLD,2022-01-11,65648.9493,1285865
GOLD,2022-01-12,65716.4948,1783060
GOLD,2022-01-13,66071.8101,3211785
GOLD,2022-01-14,66380.9681,2247528
GOLD,2022-01-17,65987.4536,1424775
GOLD,2022-01-18,66258.1361,3082107
GOLD,2022-01-19,65947.4744,1248589
GOLD,2022-01-20,66202.1595,3152404
GOLD,2022-01-21,66299.4845,963660
GOLD,2022-01-24,66639.5532,3428618
GOLD,2022-01-25,66998.1698,574359
GOLD,2022-01-26,66806.7545,3292447
GOLD,2022-01-27,67148.8823,2932247
GOLD,2022-01-28,67415.5179,824286
GOLD,2022-01-31,67755.231,1167301
GOLD,2022-02-01,67691.8625,1415572
GOLD,2022-02-02,67392.2669,570993
GOLD,2022-02-03,67195.7595,3093058
GOLD,2022-02-04,66950.2981,2424445
GOLD,2022-02-07,67410.7448,2108647
GOLD,2022-02-08,66998.8868,3411201
GOLD,2022-02-09,67440.9595,1296399
GOLD,2022-02-10,67351.8465,2685635
GOLD,2022-02-11,67436.2604,2034269
GOLD,2022-02-14,67490.8174,1264167
GOLD,2022-02-15,66963.4148,3276725
GOLD,2022-02-16,67161.067,2725850
GOLD,2022-02-17,67001.4599,709921
GOLD,2022-02-18,66808.0398,1441746
GOLD,2022-02-21,67005.5583,1400966
GOLD,2022-02-22,66890.7168,1707201
