Symbol,Date,Close,Volume
BTC,2021-08-29,5883196.7572,2413325
BTC,2021-08-30,5771573.0645,1933204
BTC,2021-08-31,5771766.7807,8915943
BTC,2021-09-01,5740726.7866,4240381
BTC,2021-09-02,5697842.5839,1588427
BTC,2021-09-03,5721624.4315,1896078
BTC,2021-09-04,5625902.4407,8671385
BTC,2021-09-05,5651206.1423,8756539
BTC,2021-09-06,5622499.0853,4818247
BTC,2021-09-07,5549568.3121,3066774
BTC,2021-09-08,5446641.7172,6389734
BTC,2021-09-09,5429973.0193,1302668
BTC,2021-09-10,5478662.9151,6227568
BTC,2021-09-11,5548265.5092,6044465
BTC,2021-09-12,5554403.0613,2866091
BTC,2021-09-13,5616875.778,6470042
BTC,2021-09-14,5685792.5619,7715329
BTC,2021-09-15,5604916.7436,2785172
BTC,2021-09-16,5639957.5533,5345613
BTC,2021-09-17,5609768.5598,2592375
BTC,2021-09-18,5576028.0588,7704452
BTC,2021-09-19,5479847.6189,4465874
BTC,2021-09-20,5508911.0644,1979916
BTC,2021-09-21,5542394.9104,7684439
BTC,2021-09-22,5498765.8693,6162528
BTC,2021-09-23,5392363.3901,3191299
BTC,2021-09-24,5421693.5073,2541030
BTC,2021-09-25,5495467.3818,3234991
BTC,2021-09-26,5445363.8325,1519010
BTC,2021-09-27,5526923.3958,5797564
BTC,2021-09-28,5526294.5793,3273109
BTC,2021-09-29,5506972.6617,5376840
BTC,2021-09-30,5414957.2803,3017179
BTC,2021-10-01,5451087.4376,1594880
BTC,2021-10-02,5486083.7779,8295704
BTC,2021-10-03,5576450.0367,7165564
BTC,2021-10-04,5586023.3414,7603408
BTC,2021-10-05,5633135.0653,5480450
BTC,2021-10-06,5583839.8567,4299530
BTC,2021-10-07,5685095.1309,3000655
BTC,2021-10-08,5709354.94,5220575
BTC,2021-10-09,5671658.4163,4972272
BTC,2021-10-10,5578297.4219,8296359
BTC,2021-10-11,5621320.8204,7421450
BTC,2021-10-12,5727482.7673,6939282
BTC,2021-10-13,5717973.2186,2765436
BTC,2021-10-14,5774075.7536,1040811
BTC,2021-10-15,5784514.2696,2694953
BTC,2021-10-16,5714512.2675,1125175
BTC,2021-10-17,5691855.5407,5011465
BTC,2021-10-18,5650335.3723,2025692
BTC,2021-10-19,5682289.9938,6430930
BTC,2021-10-20,5643953.9147,5749712
BTC,2021-10-21,5680614.5777,7542843
BTC,2021-10-22,5596141.6089,1128807
BTC,2021-10-23,5612589.8143,7862063
BTC,2021-10-24,5538228.5633,4431941
BTC,2021-10-25,5626529.6291,7610238
BTC,2021-10-26,5578309.3217,2192304
BTC,2021-10-27,5559494.8959,7375019
BTC,2021-10-28,5489017.0185,2429754
BTC,2021-10-29,5577181.8028,4778873
BTC,2021-10-30,5621760.9088,8023743
BTC,2021-10-31,5596802.5445,4660873
BTC,2021-11-01,5549722.2363,2546363
BTC,2021-11-02,5547817.6496,6131759
BTC,2021-11-03,5448510.7593,2800237
BTC,2021-11-04,5349149.6652,3183910
BTC,2021-11-05,5338061.0564,1036367
BTC,2021-11-06,5298090.9643,2382439
BTC,2021-11-07,5335321.5802,3593963
BTC,2021-11-08,5417823.7008,3717335
BTC,2021-11-09,5313053.8427,5731364
BTC,2021-11-10,5347797.6186,7064904
BTC,2021-11-11,5385948.3659,8541286
BTC,2021-11-12,5452440.5044,4818022
BTC,2021-11-13,5361732.6927,4064321
BTC,2021-11-14,5312423.3208,8121211
BTC,2021-11-15,5284574.9208,8702330
BTC,2021-11-16,5185117.7226,7142977
BTC,2021-11-17,5256433.9075,4969918
BTC,2021-11-18,5223421.8763,2831459
BTC,2021-11-19,5232695.2636,1240442
BTC,2021-11-20,5276934.1106,6109365
BTC,2021-11-21,5335697.4903,7208361
BTC,2021-11-22,5348457.7533,4472616
BTC,2021-11-23,5320775.7669,8416010
BTC,2021-11-24,5353710.6415,8405466
BTC,2021-11-25,5356866.9512,1901414
BTC,2021-11-26,5442694.4833,2661887
BTC,2021-11-27,5389785.6566,2858711
BTC,2021-11-28,5393566.4171,1683482
BTC,2021-11-29,5431948.3594,1212408
BTC,2021-11-30,5322394.1729,6569261
BTC,2021-12-01,5215005.1688,2975936
BTC,2021-12-02,5225563.1492,4414167
BTC,2021-12-03,5186121.2928,1313032
BTC,2021-12-04,5210142.265,5300309
BTC,2021-12-05,5135323.6949,1336245
BTC,2021-12-06,5175460.8649,6265587
BTC,2021-12-07,5131634.8263,6854681
BTC,2021-12-08,5148232.3485,8254027
BTC,2021-12-09,5168149.0828,8899734
BTC,2021-12-10,5110457.7565,8635004
BTC,2021-12-11,5071129.6866,3198693
BTC,2021-12-12,4983519.3113,8833290
BTC,2021-12-13,5035382.1135,2923308
BTC,2021-12-14,5073277.2613,7999747
BTC,2021-12-15,5154377.7176,5548612
BTC,2021-12-16,5234901.5959,3410243
BTC,2021-12-17,5241465.9496,4200394
BTC,2021-12-18,5210918.3064,1623929
BTC,2021-12-19,5120525.2067,8224200
BTC,2021-12-20,5019027.0985,4205753
BTC,2021-12-21,5042321.227,8311712
BTC,2021-12-22,5130222.2495,1093723
BTC,2021-12-23,5124541.2344,6170632
BTC,2021-12-24,5179168.9012,5368846
BTC,2021-12-25,5207586.4132,3064058
BTC,2021-12-26,5236620.9209,4680511
BTC,2021-12-27,5330377.3249,3459988
BTC,2021-12-28,5260824.885,4461332
BTC,2021-12-29,5245698.7311,1687242
BTC,2021-12-30,5225985.2512,7034714
BTC,2021-12-31,5253103.4448,4035389
BTC,2022-01-01,5290149.4718,2531762
BTC,2022-01-02,5261649.7264,7663262
BTC,2022-01-03,5221459.9368,5139692
BTC,2022-01-04,5197529.338,5614323
BTC,2022-01-05,5271386.4249,3279371
BTC,2022-01-06,5367525.2552,1795863
BTC,2022-01-07,5297004.3725,4626499
BTC,2022-01-08,5386761.3401,3482714
BTC,2022-01-09,5487423.7739,2172626
BTC,2022-01-10,5529230.7952,1364437
BTC,2022-01-11,5474063.8104,1085855
BTC,2022-01-12,5376086.0169,8451576
BTC,2022-01-13,5274366.3834,6990606
BTC,2022-01-14,5353891.6321,1284951
BTC,2022-01-15,5325444.5335,7591905
BTC,2022-01-16,5423598.3389,2650244
BTC,2022-01-17,5499350.8181,7497878
BTC,2022-01-18,5406340.2562,1305004
BTC,2022-01-19,5479690.4941,6506676
BTC,2022-01-20,5518804.111,4553163
BTC,2022-01-21,5471009.4771,7015734
BTC,2022-01-22,5489667.0578,3503675
BTC,2022-01-23,5437553.0307,1252236
BTC,2022-01-24,5473888.7056,6326368
BTC,2022-01-25,5458165.6965,5717028
BTC,2022-01-26,5563083.324,4128872
BTC,2022-01-27,5631483.2035,7756473
BTC,2022-01-28,5569532.0874,7496136
BTC,2022-01-29,5622372.0722,6959842
BTC,2022-01-30,5525089.3405,7245248
BTC,2022-01-31,5417394.6506,1371816
BTC,2022-02-01,5449560.3171,1984639
BTC,2022-02-02,5414683.5203,6185369
BTC,2022-02-03,5356154.2649,2182274
BTC,2022-02-04,5381581.3937,1556281
BTC,2022-02-05,5453015.076,3085252
BTC,2022-02-06,5556132.4468,7484302
BTC,2022-02-07,5467082.4907,7627658
BTC,2022-02-08,5363922.3279,1832236
BTC,2022-02-09,5308990.7571,1292872
BTC,2022-02-10,5214244.9553,3304663
BTC,2022-02-11,5265457.1366,7322160
BTC,2022-02-12,5195107.5172,5962105
BTC,2022-02-13,5243856.0553,6926462
BTC,2022-02-14,5288530.9174,8271369
BTC,2022-02-15,5212598.8665,7606157
BTC,2022-02-16,5109751.915,3385691
BTC,2022-02-17,5204964.7833,6888094
BTC,2022-02-18,5219463.2154,4326536
BTC,2022-02-19,5243201.5302,3904712
BTC,2022-02-20,5308506.741,4276035
BTC,2022-02-21,5213619.2656,8006061
BTC,2022-02-22,5210106.0225,8037385
BTC,2022-02-23,5195769.0582,2900879
BTC,2022-02-24,5240042.8052,6375010
BTC,2022-02-25,5317420.9407,4931090
BTC,2022-02-26,5254275.7226,2001661
BTC,2022-02-27,5256534.7922,7015271
BTC,2022-02-28,5354685.3322,8903585
BTC,2022-03-01,5430214.0591,8297812
BTC,2022-03-02,5503424.8579,5510594
BTC,2022-03-03,5570082.9291,8259441
BTC,2022-03-04,5475627.3731,1490760
BTC,2022-03-05,5498248.3515,7763629
BTC,2022-03-06,5567147.0932,8937128
BTC,2022-03-07,5475136.8426,6507082
BTC,2022-03-08,5538785.8368,7491123
BTC,2022-03-09,5627450.4666,4015688
BTC,2022-03-10,5580205.5297,6780305
BTC,2022-03-11,5543314.2939,4168236
BTC,2022-03-12,5614534.8669,1831925
BTC,2022-03-13,5691053.0545,8841079
BTC,2022-03-14,5612976.8791,7279911
BTC,2022-03-15,5633598.8785,3507314
BTC,2022-03-16,5525014.6554,4314280
BTC,2022-03-17,5554642.0275,6965484
BTC,2022-03-18,5553758.9399,6012202
BTC,2022-03-19,5511754.2519,5814442
BTC,2022-03-20,5550945.8625,8976844
BTC,2022-03-21,5591647.1273,2245097
BTC,2022-03-22,5492699.5386,3002960
BTC,2022-03-23,5549631.2466,5316830
BTC,2022-03-24,5580267.9213,1587702
BTC,2022-03-25,5681778.4615,5143109
BTC,2022-03-26,5628030.8658,2396570
BTC,2022-03-27,5573926.0363,6355483
BTC,2022-03-28,5654603.5341,3713003
BTC,2022-03-29,5670525.0944,1277177
BTC,2022-03-30,5592488.2895,8967940
BTC,2022-03-31,5662554.6757,6056449
BTC,2022-04-01,5744121.5396,1213825
BTC,2022-04-02,5781707.905,3631935
BTC,2022-04-03,5736016.9553,6756033
BTC,2022-04-04,5742037.1096,7887975
BTC,2022-04-05,5853632.9229,3675308
BTC,2022-04-06,5770651.602,7245810
BTC,2022-04-07,5768429.6795,5144364
BTC,2022-04-08,5700747.7964,4645035
BTC,2022-04-09,5606049.8044,2984335
BTC,2022-04-10,5667356.839,4923525
BTC,2022-04-11,5645352.0754,2402170
BTC,2022-04-12,5540197.661,4952069
BTC,2022-04-13,5519462.5384,6196481
BTC,2022-04-14,5482527.1755,6516520
BTC,2022-04-15,5519416.8676,4218240
BTC,2022-04-16,5596267.1228,4880938
BTC,2022-04-17,5630805.2491,1058099
BTC,2022-04-18,5565214.552,7352697
BTC,2022-04-19,5612601.1593,5015567
BTC,2022-04-20,5503819.9321,8483077
BTC,2022-04-21,5412436.8103,5488674
BTC,2022-04-22,5406865.3196,6161548
BTC,2022-04-23,5336429.6761,3584461
BTC,2022-04-24,5362491.0145,1041113
BTC,2022-04-25,5401914.3987,2188106
BTC,2022-04-26,5423296.4703,7010740
BTC,2022-04-27,5438569.6099,4092356
BTC,2022-04-28,5483998.7967,3914752
BTC,2022-04-29,5438148.2356,8425646
BTC,2022-04-30,5343842.1979,8269550
BTC,2022-05-01,5425037.6471,7199403
BTC,2022-05-02,5492421.4609,1781503
BTC,2022-05-03,5516007.393,8836061
BTC,2022-05-04,5564704.8715,3333755
BTC,2022-05-05,5465608.8215,6785983
BTC,2022-05-06,5451044.2793,1491388
BTC,2022-05-07,5389886.7553,6932652
BTC,2022-05-08,5385572.9561,7877385
BTC,2022-05-09,5290150.7244,8452842
BTC,2022-05-10,5221807.9981,1351193
BTC,2022-05-11,5177332.7438,5089667
BTC,2022-05-12,5230473.5698,4442997
BTC,2022-05-13,5319444.6882,1876171
BTC,2022-05-14,5371870.2454,7666059
BTC,2022-05-15,5352695.3255,6405973
